PortfolioValue
300.0
305.73036200738306
306.3753590717334
310.07905800354183
322.7588950081787
321.99042270659066
327.1135866834496
321.7342849334075
325.62230635442955
321.42913010388395
337.06019577710936
352.7374190593038
366.2590207719442
384.28782305546486
398.59328443521395
413.0947032467352
438.5943544870681
444.96928067417184
451.6629545083329
479.0985124906959
485.86064519423536
487.5374695621865
494.49334885246265
508.0844875053767
514.7334383074556
489.17421099362053
511.4467555781102
480.46700759017295
520.4674298186875
539.0590364466728
541.3383685131497
546.0051068603101
560.5674870157312
553.0870322863786
557.1839877130334
550.2192284981206
545.7125775288005
555.5326003162256
546.7450767293772
569.2450536745539
569.6887028257477
570.1666470788348
564.0557024485812
586.3083307537352
617.4096671858887
618.3999419580174
613.4487645103168
616.419470978937
629.5247994954588
633.2692505810913
631.1152792366618
629.6860435377646
618.0359115690567
618.7247597201824
618.7247597201824
654.9521106815348
687.3660639445953
749.3225607543419
752.2449993948213
803.3372904635668
797.9909778970414
809.0628229118373
787.5355792407071
803.08303300319
780.359878793919
784.4887827762713
808.0823910792948
803.36366941869
803.9534870969426
811.6214773833946
796.8754046060357
796.2434631609879
780.5836772935039
777.4361515906148
799.4687316210983
837.2389401660267
867.073687139456
865.2089917128417
869.1687195633823
890.0829132866911
892.1212781402088
885.8935055737978
920.5999035274428
901.7972204382364
917.5881710977106
931.0237915637153
936.1149198717866
965.5126310862518
995.8695668773015
990.6828454229799
1034.462111348108
1079.3866372859345
1092.4935210770652
1115.6231936615611
1128.730077452692
1139.2789975650146
1131.5393037634492
1138.270165837053
1182.8288118782061
1216.8553839236824
1265.4648276554806
1277.7907955898852
1328.738062760961
1370.560643200169
1406.962297943721
1496.6964051033883
1502.0739185754135
1532.711200611454
1547.5647565472666
1552.6497812839739
1528.8048542947806
1515.6496937465095
1542.7861571058547
1600.116474821691
1577.8688361592267
1612.951645944946
1583.8587308467393
1596.2847918957282
1573.4303312235204
1586.6155143514022
1590.4853217682148
1557.5921122403572
1579.8433513719797
1547.9175936983254
1574.0386402467605
1673.2527007614212
1663.3962221687332
1751.1973430672986
1798.1806806321495
1844.0962112196314
1868.9124343522292
1923.8804797504806
1918.2747482173486
1908.90373921875
1909.0396195383987
1901.79431111518
1836.2264143524037
1852.9907942848743
1882.674057934243
1868.174740469289
1834.2729114752335
1827.314217962137
1866.2380693689772
1915.4936155121732
1935.5277127585896
2061.2979845498126
2172.5991672132313
2160.356183361989
2173.9862385873
2311.981064276998
2416.043016575606
2414.808643524097
2486.8413914408425
2495.98837932114
2484.554557127008
2445.4688474520517
2432.163028493337
2457.531250257943
2418.9022157237923
2407.6516020534123
2397.6242510812926
2379.1810680176836
2448.455570299085
2483.724265185315
2449.812138172862
2455.5495254813095
2478.3257239059762
2539.5363499036566
2508.2192399771843
2466.094687623177
2579.972955159273
2601.483384797556
2684.210713773405
2746.2827274680576
2825.1339840911605
2893.0259254957173
2953.0783587352003
2953.0783587352003
2981.7944137192517
2991.114964334997
3024.408738740898
2971.175796086744
3076.243967294072
3135.2153543939958
3057.7365145136455
3060.8905143717434
2995.4999898262945
3031.8294184823453
3072.232947360988
3095.5427576400843
3311.878963535157
3349.644614692494
3390.69418104902
3366.0644412351044
3306.95296546304
3201.8661758090016
3119.76704309595
3169.026522723781
3175.911863434601
